PUNO,PUCODE,PUNAME,PUPARENT,PUREFCODE,DEPTNO,COSTCENTERNO,PUTYPENO,PUSTATUSNO,PUCRITICALNO,PULOCTYPENO,PULOCATION,NOTE,FLAGDEL,HIERARCHYNO,CHILDMAX,CURR_LEVEL,BudgetCalc_Flag,TEXT1,TEXT2,TEXT3,NUMBER1,NUMBER2,DATE1,DATE2,LOGIC1,LOGIC2,UPDATEUSER,UPDATEDATE,PU_DTCost
6693,SN-IMS-B09-BEL-01,IMS Intermediate storange bin 9 cross belt conveyor,4538,,23,18,8,1,5,63,,,F,000001400000030000013,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,42,20250122,0
6694,DJ-LNA-RWK-PCV-1,LNA Rework pneumatic conveyor M17 (30 Kw.) root blower,5560,,23,17,85,1,5,64,,,F,0000013000000500000160000020,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20250310,0
6695,DP-RECE-EECN-01,Receiving area Dust Collecter Control Cabinet,653,,26,22,40,1,4,2,,,F,000000500000120000041,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,451,20250312,0
6696,DP-EXTR-BELT-01N,Line 2 extruder news rope crimper infeed belt conveyor,256,,23,3,8,1,5,16,,,F,000000500000060000066,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20250317,0
6697,DP-EXTR-BELT-02N,Line 2 extruder news rope crimper outfeed belt conveyor,256,,23,3,8,1,5,16,,,F,000000500000060000067,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20250317,0
6698,DP-EXTR-CRIM-01N,Line 2 extruder news pocket kibble Crimper,256,,23,3,30,1,5,16,,,F,000000500000060000068,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20250317,0
6699,DJ-PKG-BBJ-ABB-01,Packing J1 Auto Big bag,4764,,23,17,259,1,5,9,PACKING J1,GROUP MACHINE J1,F,000001300000080000042,8,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,42,20250325,10000
6700,DJ-LNA-DYG-VDR-01,LNA Jaroen vertical dryer spreader belt distributer,5560,,23,17,38,1,5,64,,,F,0000013000000500000160000022,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20250326,0
6701,DP-USTR-SHTR,Shutter door Dry1,763,,25,11,311,1,6,37,,,F,000000500000220000008,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,168,20250403,0
6702,DJ-USTR-SHTR,Shutter door Jaroen,5522,,25,20,311,1,6,37,,,F,000001300000310000009,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,2,20250402,0
6703,SN-USTR-SHTR,Shutter door Sanook,6658,,25,21,311,1,6,37,,,F,000001400000120000002,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,2,20250402,0
6704,DP-USTR-ROOF,Roof terrace and roof drain Dry1,763,,25,11,312,1,6,37,,,F,000000500000220000009,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,2,20250403,0
6705,DJ-USTR-ROOF,"Roof, terrace and roof drain Jaroen",5522,,25,20,312,1,6,37,,,F,000001300000310000010,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,455,20251104,0
6706,SN-USTR-ROOF,Roof terrace and roof drain Sanook,6658,,25,21,312,1,6,37,,,F,000001400000120000003,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,2,20250403,0
6707,PP-USTR-ROOF,"Roof, terrace and roof drain Pouch",1240,,25,12,312,1,6,37,,,F,000000600000290000018,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,455,20251104,0
6708,GP-UELE-EEPM-01,Outlet receptacle system General,1,,25,16,40,1,7,4,,,F,00000010000020,0,2,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,2,20250421,0
6709,DJ-PKG-BBJ-SPU-01,Packing big bag Spout,6699,,23,17,217,1,5,68,,,F,0000013000000800000420000008,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,42,20250423,0
6710,DP-PACK-PABB-01,Auto Pack Big Bag machine line 1,538,,29,3,52,1,5,19,,2022,F,000000500000100000216,12,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,42,20250424,0
6711,DP-PACK-SPOU-01,Packing Auto Pack Spout unit,6710,,29,3,52,1,5,19,,,F,0000005000001000002160000004,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,42,20250424,0
6712,DP-PACK-WRIP-05,Packing Auto Pack Wraping machine,6480,,29,3,155,NULL,6,9,,,F,0000005000001000002150000008,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,42,20250426,0
6713,DP-PACK-ROLL-10,Packing Robot roller conveyor 2,6480,,29,3,120,1,6,19,,,F,0000005000001000002150000009,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,42,20250426,0
6714,DP-PACK-TRAN-02,Auto bigbag transfer Unit Top sheet,6480,,5,3,35,1,5,19,PACKING DRY1,INSTALL 2022,F,0000005000001000002150000010,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,42,20250426,0
6715,DJ-PKG-BBJ-BTS-02,Auto palletizer top sheet station,6024,,23,17,217,1,5,68,,,F,0000013000000800000150000009,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,42,20250428,0
6716,DJ-PKG-BBJ-BEL-19,Auto big bag drop belt conveyor,5225,,29,17,8,1,6,19,,,F,0000013000000800000430000005,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,42,20250428,0
6717,DJ-LNA-EXT-DYE,LNA Jaroen extruder dye pulse skid,6110,,23,17,265,1,5,64,,,F,0000013000000500000230000020,2,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20250429,0
6718,PP-CONT-EECN-64,OFM2 URCHEL,1336,,30,26,159,1,5,2,,,F,000000600000330000094,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,35,20250513,0
6719,DP-LIQU-PUMS-33,Digest make up tank transfer pump to dry2,287,,23,3,265,1,5,15,,,F,000000500000070000032,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,561,20250522,0
6720,DP-LIUD-TANK-01,Liquid tank,4763,,29,17,141,1,6,75,,TO REPAIR LEAK,F,000001300000070000034,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,42,20250528,0
6721,DJ-LNA-FIL-01,LNA Smell collector (filter box floor8.),5560,,23,17,270,1,5,64,,,F,0000013000000500000160000030,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20251124,0
6722,DP-PACK-PACK-02,Dry1 Packing Line 2,538,,23,3,217,4,6,19,,WAITING UPDATE 23/06/2025,F,000000500000100000224,13,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,42,20250627,0
6723,DP-PACK-PACK-03,Dry1 Packing Line 3,538,,23,3,217,4,6,19,,WAITING UPDATE 23/06/2025,F,000000500000100000225,13,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,42,20250627,0
6724,DP-PACK-PACK-04,Dry1 Packing Line 4,538,,23,3,217,4,6,19,,WAITING UPDATE 23/06/2025,F,000000500000100000226,15,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,42,20250627,0
6725,DP-PACK-PACK-05,Dry1 Packing Line 5,538,,23,3,217,4,6,19,,WAITING UPDATE 23/06/2025,F,000000500000100000227,13,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,42,20250627,0
6726,DP-PACK-PACK-06,Dry1 Packing Line 6,538,,23,3,217,4,6,19,,WAITING UPDATE 23/06/2025,F,000000500000100000223,11,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,42,20250627,0
6727,DP-HCRM-COOL-HEX-01,Hot cream Process Terlotherm Cooling skid _Hxe 31,6645,,23,3,43,1,5,18,,,F,0000005000005400000220000002,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20250623,0
6728,DP-HCRM-COOL-PMP-01,Hot cream process discharge pump Cooling skid _Mpm 31,6645,,23,3,43,1,5,18,,,F,0000005000005400000220000001,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20250623,0
6729,DP-HCRM-COOL-PMP-02,Colloid mill pump cooling skid,6645,,23,3,43,1,5,18,,,F,0000005000005400000220000003,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20250623,0
6730,DP-HCRM-COOL-PMP-03,Hot cream process transfer pump_PMP33,6645,,23,3,43,1,5,18,,,F,0000005000005400000220000004,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20250623,0
6731,DP-HCRM-COOL-TNK-01,Hot cream process agitator tank cooling skid,6645,,23,3,43,1,5,18,,,F,0000005000005400000220000005,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20250623,0
6732,DP-HCRM-COOL-VLV-01,Hot cream process cream return valve YVC04,6645,,23,3,43,1,5,18,,,F,0000005000005400000220000006,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20250623,0
6733,DP-HCRM-HEAT-EMS-01,Hot cream process colloid mill pump heating skid,6642,,23,3,29,1,5,18,,,F,0000005000005400000190000001,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20250623,0
6734,DP-HCRM-HEAT-HEX-01,Plate Heat exchanger _Hex 11,6642,,23,3,29,1,5,18,,,F,0000005000005400000190000002,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20250623,0
6735,DP-HCRM-HEAT-HEX-02,Hot cream Process Terlotherm heating skid,6642,,23,3,29,1,5,18,,,F,0000005000005400000190000003,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20250623,0
6736,DP-HCRM-HEAT-LIW-01,Hot cream process loss in weight _Liw 11,6642,,23,3,29,1,5,18,,,F,0000005000005400000190000004,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20250623,0
6737,DP-HCRM-HEAT-PMP-01,Hot cream process discharge pump heating skid,6642,,23,3,29,1,5,18,,,F,0000005000005400000190000005,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20250623,0
6738,DP-HCRM-HEAT-PMX-01,Hot cream process IKA mixer_pmx 11,6642,,23,3,29,1,5,18,,,F,0000005000005400000190000006,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20250623,0
6739,DP-HCRM-HEAT-TNK-01,Hot cream process agitator tank heating skid,6642,,23,3,29,1,5,18,,,F,0000005000005400000190000007,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20250623,0
6740,DP-HCRM-HEAT-VAL-01,Hot cream process CCP valve,6642,,23,3,29,1,5,18,,,F,0000005000005400000190000008,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20250623,0
6741,DP-HCRM-HOLD-PMP-01,Hot cream process drain cream discharge pump,6643,,23,3,29,1,5,18,,,F,0000005000005400000200000001,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20250623,0
6742,DP-HCRM-HOLD-TNK-01,Hot cream process holding tube 01,6643,,23,3,29,1,5,18,,,F,0000005000005400000200000002,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20250623,0
6743,DP-HCRM-HOLD-TNK-02,Hot cream process holding tube 02,6643,,23,3,29,1,5,18,,,F,0000005000005400000200000003,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20250623,0
6744,DP-HCRM-HOLD-TNK-03,Hot cream process holding tube 03,6643,,23,3,29,1,5,18,,,F,0000005000005400000200000004,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20250623,0
6745,DP-HCRM-HTWT-HEX-01,Heat exchanger tube,6641,,23,3,29,1,5,18,,,F,0000005000005400000180000001,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20250623,0
6746,DP-HCRM-HTWT-PIP-01,Hot water process Piping supply,6641,,23,3,29,1,5,18,,,F,0000005000005400000180000002,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20250623,0
6747,DP-HCRM-HTWT-PMP-01,Hot water pump _PMP 41,6641,,23,3,29,1,5,18,,,F,0000005000005400000180000003,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20250623,0
6748,DP-HCRM-HTWT-PMP-02,Hot water pump _PMP 42,6641,,23,3,29,1,5,18,,,F,0000005000005400000180000004,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20250623,0
6749,DP-HCRM-HTWT-STS-01,Steam supply process,6641,,23,3,29,1,5,18,,,F,0000005000005400000180000005,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20250623,0
6750,DP-HCRM-HTWT-TNK-01,Water supply process pressure tank,6641,,23,3,29,1,5,18,,,F,0000005000005400000180000006,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20250623,0
6751,PP-UVEN-INTF-09,Intake Fan (Pack master),1246,,5,12,65,1,4,31,,,F,000000600000300000019,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,2,20250711,0
6752,SN-LNB-EXT-EXD-01M5,LNB Extrusion Extruder motor,4646,,23,18,46,1,5,72,,,F,0000073,0,1,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20250715,0
6753,DJ-DMH-GR1-MIL1-M93,Dry Jaroen DMH Grinder 1 motor,4769,,23,17,254,1,5,62,,,F,0000013000000900000040000003,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20250715,0
6754,DJ-DMH-GR2-MIL1-M97,Dry Jaroen DMH Grinder 2 motor,4770,,23,17,254,1,5,62,,,F,0000013000000900000050000002,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20250715,0
6756,GP-UPWT-RECY,Water Recycle Tank,35,,25,16,191,1,5,29,,,F,000000100000040000062,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,2,20250808,0
6757,DJ-LNA-LIW-STR-01,LNA loss in weight stirrer motor 5.5 kw.,5514,,23,17,276,1,5,64,,,F,00000130000005000002300000130000004,0,5,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20250821,0
6758,DJ-LNA-DYG-FAN-05,Line A Dryer blower circulation1 M12 (55 Kw.),5560,,23,17,252,1,5,64,,,F,0000013000000500000160000023,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20250902,0
6759,DJ-LNA-DYG-FAN-07,Line A Dryer blower circulation2 M15 (55 Kw.),5560,,23,17,252,1,5,64,,,F,0000013000000500000160000024,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20250902,0
6760,DJ-LNA-DYG-FAN-09,Line A Dryer blower circulation3 M15 (55 Kw.),5560,,23,17,252,1,5,64,,,F,0000013000000500000160000025,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20250902,0
6761,DJ-LNA-DYG-BCV-01,Line A Dryer motor belt distributer M8 (0.75 Kw.),5560,,23,17,252,1,5,64,,,F,0000013000000500000160000026,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20250902,0
6762,DJ-LNA-DYG-RVL-03,Line A Dryer Damper heater1 M10 (0.37 Kw.),5553,,23,17,252,1,5,64,,,F,00000130000005000001600000080000002,0,5,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20250902,0
6763,DJ-LNA-DYG-RVL-04,Line A Dryer Damper heater2 M13 (0.37 Kw.),5554,,23,17,252,1,5,64,,,F,00000130000005000001600000090000001,0,5,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20250902,0
6764,DJ-LNA-DYG-RVL-05,Line A Dryer Damper heater3 M16 (0.37 Kw.),5555,,23,17,252,1,5,64,,,F,00000130000005000001600000100000001,0,5,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20250902,0
6765,SN-LNB-DYG-FAN-09,LNB Dryer exhaust cooling fan M16 (22 Kw.) FL.2,5704,,23,18,48,1,5,72,,,F,0000014000000100000060000002,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20250903,0
6766,SN-LNB-CLG-SFT-01,"LNB COOLING sifter1 M36,M37 (1.2 Kw.)",4584,,23,18,126,NULL,4,72,,,F,0000001,0,1,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20250903,0
6767,DP-PACK-ROLL-11,Packing line 2 Free Roller,6722,,29,3,8,1,7,19,,MOVE FROM LINE 5,F,0000005000001000002240000013,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,42,20250904,0
6768,DP-PACK-BCWE-01,Packing line 4 Belt check weight line 4,6724,,29,3,7,1,6,9,,,F,0000005000001000002260000015,0,4,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,42,20250904,0
6769,DJ-LNA-CTG-MXR-01,LNA Coating mixer motor M31 (22 Kw.),5096,,23,17,251,1,5,64,,,F,0000023,0,1,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,436,20250907,0
6770,SN-PKG-BBS-BAN-03,Sanook packing big bag Vacuum seal,5223,,23,18,6,1,5,68,,,F,000001400000050000031,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,42,20251016,0
6771,DP-USTR-DCKL,Loading Dock DRY,763,,25,11,32,1,6,37,,,F,000000500000220000010,1,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,455,20251111,0
6772,AJ-USTR-STAR,Structural and Architecture at Project Office,74,,5,16,220,NULL,4,37,,,F,00000090000007,1,2,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,455,20251104,0
6773,GP-USTR-TOIL,Toilets for General areas,40,,5,16,220,NULL,4,37,,,F,000000100000050000101,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,455,20251104,0
6774,GP-USTR-STAR-17,Structural and Architecture at Guard house2&Truck park,40,,5,16,220,NULL,4,37,,,F,000000100000050000102,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,455,20251104,0
6775,DJ-UELE-CCTV-01,CCTV system at Dry2,5488,,25,20,198,NULL,4,26,,,F,000001300000190000007,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,455,20251104,0
6776,IN-USTR-TOIL,Toilets for Innovation building,124,,25,16,220,NULL,4,37,,(MEMO),F,000000400000060000002,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,455,20251104,0
6777,PP-USTR-TOIL,Toilets and changing room for Pouch,1240,,25,16,220,NULL,4,37,,(MEMO),F,000000600000290000019,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,455,20251104,0
6778,PS-USTR-TOIL,Toilets and changing room for PST,6052,,25,16,220,NULL,4,37,,(MEMO),F,000007100000100000002,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,455,20251104,0
6779,PS-UELE-NORL-01,Lighting system,6669,,25,13,82,NULL,4,26,,(MEMO),F,000007100000150000003,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,455,20251104,0
6780,ST-UELE,Electrical system,1269,,25,13,230,NULL,4,26,,(MEMO),F,00000070000008,1,2,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,455,20251104,0
6781,ST-UELE-NORL-01,Lighting system,6780,,25,13,82,NULL,4,26,,(MEMO),F,000000700000080000001,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,455,20251104,0
6782,PS-UELE-MCCR,MCC Room PST,6669,,25,13,290,NULL,4,26,,(MEMO),F,000007100000150000004,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,455,20251104,0
6783,PS-UELE-CCTV-01,CCTV system at PST,5488,,25,20,198,NULL,4,26,,,F,000001300000190000008,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,455,20251104,0
6784,PS-UFPT-PRAC-01,Pre-Action system MCC room,6446,,25,13,113,1,6,35,,,F,000007100000140000005,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,455,20251104,0
6785,PS-USTR-ROOF,"Roof, terrace and roof drain PST",6052,,25,13,312,1,6,37,,,F,000007100000100000003,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,455,20251104,0
6786,AJ-USTR-ROOF,"Roof, terrace and roof drain at project office",74,,25,16,312,1,6,37,,,F,00000090000008,0,2,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,455,20251104,0
6787,ST-USTR,Structural and Architecture Care & Treat,1269,,25,13,230,1,6,37,,,F,00000070000009,0,2,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,455,20251111,0
6788,PT-USTR-DCKL,Loading Docks,6052,,25,13,32,1,6,37,,,F,000007100000100000004,1,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,455,20251111,0
6789,PP-USTR-DCKL,Loading Docks,763,,25,11,32,1,6,37,,,F,000000600000290000020,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,455,20251111,0
6790,DJ-USTR-DCKL,Loading Dock,5522,,25,20,32,1,6,37,,,F,000001300000310000011,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,455,20251111,0
6791,GP-UFPT-EECN-01,Fire Alarm System General plant,1399,,25,16,47,1,6,4,,,F,000000100000100000009,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,455,20251217,0
6792,DJ-USTR-DOSW,Swing and Sliding doors Dry2,5522,,25,20,226,1,6,37,,,F,000001300000310000012,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,455,20251217,0
6793,DP-USTR-DOSW,Swing and Sliding doors Dry1,763,,25,11,226,1,6,37,,,F,000000500000220000011,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,455,20251217,0
6794,SN-PKG-KHS-WES-01,KHS Multihead weight,5223,,29,17,154,1,5,9,,,F,000001400000050000032,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,42,20260112,0
6795,DP-OPE,DRY1 Operation Equipment,146,,5,8,230,NULL,6,8,,,F,00000050000057,2,2,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20260113,0
6796,DP-OPE-LIFA_DCC,LIFA DCC Area,6795,,5,8,227,NULL,6,8,,,F,000000500000570000001,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20260113,0
6797,DP-OPE-LIFA_EXT,LIFA Extrusion Area,6795,,5,8,227,NULL,6,8,,,F,000000500000570000002,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,549,20260113,0
6798,DP-USTR-TOIL,Toilets and changing room for Dry,763,,25,11,220,NULL,4,37,,(MEMO),F,000000500000220000012,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,455,20260113,0
6799,DJ-USTR-TOIL,Toilets and changing room for Dry2,5522,,25,20,220,NULL,4,37,,(MEMO),F,000001300000310000014,0,3,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,455,20260113,0
